shops,ratings,userids,shops_index,userids_index
grannys-pancake-singapore,4.0,433,636.0,93.0
the-coffee-bean-and-tea-leaf-singapore-21,4.0,570,140.0,59.0
oh-deli-singapore,5.0,2043,556.0,0.0
ya-kun-kaya-toast-singapore-40,5.0,2043,735.0,0.0
ps-cafe-singapore-7,5.0,713,39.0,26.0
ping-kee-popiah-singapore,5.0,2043,760.0,0.0
creamier-singapore,5.0,789,16.0,16.0
common-man-coffee-roasters-singapore,4.0,407,13.0,95.0
dimbulah-singapore-5,3.0,2043,620.0,0.0
old-town-white-coffee-singapore-8,3.0,2043,215.0,0.0
good-morning-nanyang-cafe-singapore-2,4.0,2043,446.0,0.0
pickmeup-cafe-singapore,4.0,2043,461.0,0.0
old-seng-choong-the-central-singapore,4.0,2043,977.0,0.0
tian-fu-tea-room-singapore,4.0,1602,276.0,14.0
kokomama-singapore,4.0,1970,242.0,68.0
one-man-coffee-singapore-2,4.0,2061,259.0,4.0
food-for-thought-singapore,4.0,306,20.0,1.0
vanilla-bar-and-café-singapore-2,4.0,581,176.0,53.0
the-matcha-project-singapore,4.0,91,578.0,2.0
moonstone-a-s-m-singapore,5.0,2043,823.0,0.0
eat-me-singapore-2,5.0,407,345.0,95.0
dal-komm-coffee-singapore,4.0,75,185.0,12.0
cedele-singapore-16,4.0,2043,695.0,0.0
patisserie-g-singapore,4.0,57,75.0,39.0
maxwell-food-centre-singapore-3,5.0,430,2.0,102.0
swirls-bake-shop-singapore,5.0,2043,109.0,0.0
da-paolo-gastronomia-bukit-timah-bukit-timah,4.0,1276,71.0,27.0
drips-singapore,4.0,713,14.0,26.0
bread-yard-singapore-2,4.0,1022,114.0,66.0
cedele-singapore-9,3.0,2043,249.0,0.0
petit-menu-singapore-2,4.0,2043,429.0,0.0
my-awesome-cafe-singapore,5.0,1412,48.0,22.0
wild-honey-singapore,4.0,1123,5.0,19.0
starbucks-singapore-42,4.0,164,182.0,47.0
tiong-bahru-bakery-singapore-4,5.0,665,6.0,28.0
the-dough-shoppe-singapore,4.0,1486,587.0,81.0
fun-toast-singapore-7,5.0,2043,696.0,0.0
kitchen-by-food-rebel-singapore,4.0,225,303.0,43.0
maison-kayser-singapore-5,4.0,2043,975.0,0.0
toast-box-singapore-22,5.0,2043,874.0,0.0
meidi-ya-singapore-2,5.0,107,24.0,57.0
old-town-white-coffee-singapore-8,3.0,2061,215.0,4.0
5-the-moments-cafe-singapore,4.0,225,159.0,43.0
gudetama-cafe-singapore,5.0,91,378.0,2.0
baristart-coffee-singapore-no-title-3,5.0,1397,290.0,56.0
mr-bean-singapore-14,5.0,1486,585.0,81.0
the-milky-way-singapore,4.0,2043,280.0,0.0
chye-seng-huat-hardware-singapore,5.0,1276,1.0,27.0
jewel-coffee-singapore-3,5.0,1359,261.0,32.0
the-assembly-ground-singapore,4.0,2044,53.0,25.0
chin-chin-restaurant-singapore,5.0,1051,86.0,5.0
jimmy-monkey-cafe-and-bar-singapore,4.0,2163,9.0,103.0
boufe-boutique-cafe-singapore,5.0,2043,136.0,0.0
the-populus-coffee-and-food-co-singapore,5.0,1123,25.0,19.0
brawn-and-brains-coffee-singapore,5.0,36,29.0,85.0
betjeman-and-barton-singapore,5.0,2043,955.0,0.0
coffee-lounge-singapore,5.0,26,141.0,96.0
awesome-coffee-singapore,4.0,1194,523.0,72.0
bismillah-biryani-singapore-2,5.0,2043,357.0,0.0
three-cups-coffee-co-singapore,3.0,2043,441.0,0.0
jimmy-monkey-cafe-and-bar-singapore,4.0,1412,9.0,22.0
black-and-ink-no-title,5.0,27,165.0,11.0
vickys-singapore-2,5.0,107,146.0,57.0
joe-and-dough-singapore-6,4.0,2061,299.0,4.0
cafe-crema-singapore,3.0,2043,457.0,0.0
strangers-at-work-singapore,5.0,2043,257.0,0.0
plain-vanilla-bakery-singapore-2,5.0,675,96.0,6.0
crossings-cafe-singapore,5.0,1970,89.0,68.0
eat-play-love-singapore-2,3.0,2043,377.0,0.0
gong-cha-singapore-48,4.0,2350,409.0,15.0
grapevine-cafe-bar-and-restaurant-singapore,5.0,2043,644.0,0.0
maxwell-food-centre-singapore-3,5.0,488,2.0,24.0
chye-seng-huat-hardware-singapore,5.0,1877,1.0,61.0
nassim-hill-bakery-bistro-bar-singapore,4.0,1051,41.0,5.0
tantric-bar-and-may-wongs-cafe-singapore-2,4.0,198,85.0,9.0
spinelli-coffee-company-singapore,4.0,2043,495.0,0.0
keong-saik-bakery-singapore,4.0,91,153.0,2.0
strangers-reunion-singapore,4.0,2493,7.0,21.0
wheelers-yard-singapore,5.0,2061,83.0,4.0
joe-and-dough-singapore-4,4.0,1585,127.0,13.0
mufiz-cafe-singapore-2,4.0,2043,917.0,0.0
tantric-bar-and-may-wongs-cafe-singapore-2,4.0,2473,85.0,51.0
urban-fairways-singapore,4.0,2043,223.0,0.0
mama-patisserie-singapore,4.0,2061,124.0,4.0
arteastiq-singapore,4.0,2377,87.0,109.0
cafe-football-singapore,5.0,1667,579.0,29.0
brawn-and-brains-coffee-singapore,5.0,1316,29.0,106.0
sam-yat-coffee-singapore,5.0,91,251.0,2.0
creamier-singapore,5.0,376,16.0,31.0
coffee-bean-and-tea-leaf-singapore-7,4.0,1057,641.0,82.0
waterfall-cafe-singapore,5.0,2043,163.0,0.0
chalk-farm-singapore-2,5.0,2479,334.0,7.0
pacific-coffee-singapore-2,4.0,2043,646.0,0.0
rich-and-good-cake-shop-singapore,5.0,2479,52.0,7.0
dimbulah-singapore-5,3.0,581,620.0,53.0
maxwell-food-centre-singapore-3,5.0,2237,2.0,8.0
the-coconut-club-singapore,5.0,1051,148.0,5.0
artisan-boulangerie-co-singapore,4.0,2043,112.0,0.0
ultra-bake-singapore-4,4.0,2043,591.0,0.0
creamery-boutique-singapore,5.0,23,187.0,17.0
ya-kun-kaya-toast-singapore,4.0,1368,272.0,87.0
dr-cafe-coffee-singapore-5,4.0,2043,571.0,0.0
da-paolo-gastronomia-marina-bay-sands-singapore,5.0,2043,560.0,0.0
tiong-bahru-bakery-singapore-4,5.0,1861,6.0,70.0
mahota-commune-singapore,5.0,198,555.0,9.0
toms-palette-singapore,5.0,128,4.0,34.0
percolate-singapore,5.0,2043,61.0,0.0
two-blur-guys-singapore,4.0,570,31.0,59.0
drips-singapore,4.0,2163,14.0,103.0
joe-and-the-juice-singapore,4.0,532,526.0,50.0
violet-oons-kitchen-singapore,5.0,115,34.0,30.0
common-man-stan-singapore,5.0,665,116.0,28.0
sweetspot-singapore-2,5.0,1222,149.0,69.0
cedele-singapore-9,3.0,987,249.0,100.0
brawn-and-brains-coffee-singapore,5.0,198,29.0,9.0
pantler-singapore,5.0,1051,70.0,5.0
sapporo-petit-doughnut-singapore,3.0,2043,740.0,0.0
pacamara-boutique-coffee-roasters-singapore,4.0,1602,33.0,14.0
starbucks-singapore-173,4.0,1160,592.0,60.0
group-therapy-coffee-singapore,4.0,225,10.0,43.0
espressoul-singapore-2,4.0,2473,139.0,51.0
nassim-hill-bakery-bistro-bar-singapore,4.0,128,41.0,34.0
jewel-coffee-at-great-world-city-singapore,4.0,306,622.0,1.0
wild-honey-singapore,4.0,898,5.0,41.0
whampoa-terminal-cafeteria-singapore,4.0,675,371.0,6.0
meidi-ya-singapore-2,5.0,2350,24.0,15.0
coffee-lounge-singapore,5.0,1123,141.0,19.0
flying-hog-cafe-and-bar-singapore,3.0,898,610.0,41.0
chye-seng-huat-hardware-singapore,5.0,105,1.0,89.0
baker-and-cook-singapore,5.0,186,50.0,3.0
the-tastemaker-store-singapore,3.0,2043,184.0,0.0
nassim-hill-bakery-bistro-bar-singapore,4.0,2540,41.0,18.0
chye-seng-huat-hardware-singapore,5.0,1274,1.0,58.0
freshly-baked-by-le-bijoux-singapore,5.0,186,73.0,3.0
tiong-bahru-bakery-singapore-4,5.0,1825,6.0,42.0
ya-kun-kaya-toast-singapore-32,5.0,2043,953.0,0.0
wimbly-lu-chocolate-cafe-company-singapore,4.0,376,28.0,31.0
bobs-bar-singapore,5.0,198,369.0,9.0
arabica-singapore,5.0,1585,458.0,13.0
one-man-coffee-singapore-2,4.0,665,259.0,28.0
nylon-coffee-roasters-singapore,5.0,1486,0.0,81.0
chulove-cafe-singapore,3.0,107,515.0,57.0
nanyang-old-coffee-singapore,5.0,2271,150.0,67.0
breko-cafe-singapore,4.0,992,74.0,98.0
wimbly-lu-chocolate-cafe-company-singapore,4.0,1894,28.0,78.0
living-cafe-and-deli-singapore,4.0,186,81.0,3.0
toms-palette-singapore,5.0,2340,4.0,91.0
starbucks-singapore-23,5.0,488,217.0,24.0
pacamara-boutique-coffee-roasters-singapore,4.0,2237,33.0,8.0
ps-cafe-petit-singapore,4.0,789,49.0,16.0
old-hen-coffee-bar-singapore-2,4.0,75,44.0,12.0
starbucks-singapore-129,4.0,2043,128.0,0.0
habitat-coffee-singapore,3.0,128,46.0,34.0
tarte-by-cheryl-koh-singapore,5.0,789,120.0,16.0
the-lokal-singapore,5.0,1894,32.0,78.0
maccha-house-singapore,4.0,57,138.0,39.0
gram-singapore-2,5.0,1222,477.0,69.0
dr-cafe-coffee-singapore-5,4.0,1075,571.0,10.0
nam-nam-noodle-bar-downtown-core,3.0,2043,103.0,0.0
kaya-kaya-singapore,4.0,433,593.0,93.0
mother-dough-singapore,4.0,306,278.0,1.0
soon-soon-huat-coffee-shop-singapore,3.0,675,360.0,6.0
toast-box-singapore-18,5.0,1868,504.0,76.0
starbucks-singapore-24,5.0,2061,240.0,4.0
the-coffee-bean-and-tea-leaf-singapore-21,4.0,115,140.0,30.0
tcc-the-connoisseur-concerto-singapore-9,4.0,987,514.0,100.0
le-kue-singapore,5.0,2043,365.0,0.0
ps-cafe-petit-singapore,4.0,306,49.0,1.0
wimbly-lu-chocolate-cafe-company-singapore,4.0,186,28.0,3.0
the-new-black-singapore-2,5.0,2237,366.0,8.0
penny-university-singapore,4.0,75,22.0,12.0
open-farm-community-singapore,5.0,2061,27.0,4.0
the-clueless-goat-singapore,4.0,2218,106.0,71.0
watanabe-coffee-singapore,4.0,1123,68.0,19.0
kim-kee-coffee-shop-tanjong-rhu-wanton-mee-singapore,4.0,809,243.0,44.0
artisan-boulangerie-co-singapore-7,4.0,992,235.0,98.0
gudetama-cafe-singapore,5.0,2043,378.0,0.0
hoshino-coffee-singapore,4.0,1544,45.0,99.0
maccha-house-singapore,4.0,2097,138.0,33.0
mellower-coffee-singapore-3,5.0,2043,854.0,0.0
cedele-singapore-9,3.0,2061,249.0,4.0
chye-seng-huat-hardware-singapore,5.0,209,1.0,38.0
5-the-moments-cafe-singapore,4.0,1970,159.0,68.0
platform-1094-singapore,5.0,1667,267.0,29.0
moly-cafe-singapore,5.0,76,399.0,84.0
arteastiq-singapore,4.0,1412,87.0,22.0
drips-singapore,4.0,209,14.0,38.0
geisha-specialty-coffee-singapore,5.0,2474,130.0,107.0
wheelers-yard-singapore,5.0,2043,83.0,0.0
ps-cafe-petit-singapore,4.0,970,49.0,74.0
plain-vanilla-bakery-singapore-2,5.0,1213,96.0,94.0
the-pantry-cookery-school-singapore,4.0,2043,561.0,0.0
la-ristrettos-singapore,5.0,949,91.0,97.0
praelum-wine-bistro-singapore,5.0,2043,88.0,0.0
grasso-coffee-singapore-2,4.0,1585,285.0,13.0
two-men-bagel-house-singapore-4,5.0,1022,175.0,66.0
ya-kun-kaya-toast-singapore-37,5.0,2043,852.0,0.0
coffee-hive-singapore-5,3.0,2043,782.0,0.0
breadtalk-singapore-9,5.0,2043,792.0,0.0
going-om-singapore,5.0,209,100.0,38.0
twenty-eight-cafe-singapore,5.0,2043,819.0,0.0
tong-heng-singapore-3,5.0,713,51.0,26.0
pasarbella-singapore,4.0,91,132.0,2.0
93-degreesc-coffee-singapore,4.0,671,363.0,80.0
dunkin-donuts-singapore,3.0,2043,362.0,0.0
grandmas-singapore-3,4.0,2043,935.0,0.0
toast-box-singapore-49,4.0,18,329.0,23.0
starbucks-singapore-69,3.0,241,304.0,101.0
the-bravery-cafe-singapore,5.0,2043,58.0,0.0
mellower-coffee-singapore,5.0,2043,803.0,0.0
jones-the-grocer-singapore-3,4.0,2061,23.0,4.0
violet-oons-kitchen-singapore,5.0,1075,34.0,10.0
heap-seng-leong-singapore,3.0,2479,294.0,7.0
oberstrasse-singapore,5.0,2043,957.0,0.0
jimmy-monkey-cafe-and-bar-singapore,4.0,2043,9.0,0.0
paris-baguette-singapore-5,4.0,1222,479.0,69.0
upside-down-coffee-alternatives-singapore,5.0,2043,914.0,0.0
the-coffee-bean-and-tea-leaf-singapore-38,4.0,2043,947.0,0.0
strangers-reunion-singapore,4.0,2043,7.0,0.0
plain-jane-singapore-2,5.0,36,639.0,85.0
the-flying-squirrel-singapore,5.0,2043,99.0,0.0
toast-box-singapore-23,4.0,2043,965.0,0.0
starbucks-singapore-6,3.0,2043,577.0,0.0
wheelers-yard-singapore,5.0,57,83.0,39.0
killiney-kopitiam-singapore-11,5.0,2043,738.0,0.0
ps-cafe-petit-singapore,4.0,1051,49.0,5.0
balmoral-bakery-singapore,5.0,107,94.0,57.0
food-for-thought-singapore,4.0,2473,20.0,51.0
dolcetto-by-basilico-singapore,5.0,1602,206.0,14.0
toast-box-singapore-42,4.0,2043,569.0,0.0
hustle-co-singapore,5.0,532,170.0,50.0
cedele-singapore-4,4.0,488,137.0,24.0
bread-and-hearth-singapore,5.0,2303,90.0,108.0
black-singapore,4.0,2043,331.0,0.0
tiong-hoe-specialty-coffee-singapore-3,5.0,1877,286.0,61.0
tiong-bahru-bakery-singapore-5,5.0,2043,198.0,0.0
toast-box-singapore-49,4.0,2043,329.0,0.0
cali-cafe-singapore,3.0,2043,346.0,0.0
balmoral-bakery-singapore,5.0,2271,94.0,67.0
the-populus-coffee-and-food-co-singapore,5.0,2474,25.0,107.0
penny-university-singapore,4.0,789,22.0,16.0
violet-oons-kitchen-singapore,5.0,2043,34.0,0.0
da-paolo-gastronomia-holland-village-singapore-2,4.0,2043,82.0,0.0
ollella-singapore-2,4.0,2043,231.0,0.0
tiong-bahru-bakery-singapore-4,5.0,2493,6.0,21.0
flock-café-singapore,5.0,2068,37.0,45.0
nylon-coffee-roasters-singapore,5.0,1274,0.0,58.0
ppp-coffee-singapore,4.0,1222,397.0,69.0
killiney-kopitiam-singapore-5,3.0,198,567.0,9.0
urban-fairways-singapore,4.0,1599,223.0,83.0
cedele-singapore-23,2.0,2043,364.0,0.0
group-therapy-coffee-singapore,4.0,306,10.0,1.0
rich-and-good-cake-shop-singapore,5.0,1868,52.0,76.0
funan-weng-ipoh-ho-fun-singapore,4.0,1544,234.0,99.0
vanilla-bar-and-café-singapore-2,4.0,2043,176.0,0.0
butterknife-folk-singapore,5.0,2043,337.0,0.0
greenview-cafe-singapore,4.0,2043,576.0,0.0
chopsuey-cafe-singapore-2,4.0,2540,320.0,18.0
long-black-cafe-singapore,4.0,675,197.0,6.0
the-lokal-singapore,5.0,186,32.0,3.0
killiney-kopitiam-singapore-6,5.0,2340,638.0,91.0
ps-cafe-singapore-7,5.0,27,39.0,11.0
oriole-coffee-bar-singapore-2,4.0,220,8.0,105.0
my-awesome-cafe-singapore,5.0,2303,48.0,108.0
café-mosaic-singapore,5.0,1882,210.0,46.0
ninja-bowl-singapore,4.0,2043,125.0,0.0
the-coffee-bean-and-tea-leaf-singapore-46,4.0,532,306.0,50.0
two-blur-guys-singapore,4.0,2068,31.0,45.0
praelum-wine-bistro-singapore,5.0,1777,88.0,36.0
chin-chin-restaurant-singapore,5.0,2474,86.0,107.0
crossroads-café-singapore-2,4.0,18,180.0,23.0
the-gourmet-food-co-singapore,5.0,2043,940.0,0.0
tobys-estate-singapore,4.0,198,11.0,9.0
tobys-estate-singapore,4.0,992,11.0,98.0
cafe-salivation-singapore,5.0,2043,867.0,0.0
all-in-singapore,5.0,407,372.0,95.0
tobys-estate-singapore,4.0,2473,11.0,51.0
lim-beng-coffee-house-singapore-2,4.0,430,367.0,102.0
waterfall-cafe-singapore,5.0,2540,163.0,18.0
tong-heng-singapore-3,5.0,1861,51.0,70.0
artisan-boulangerie-co-singapore-8,5.0,1026,205.0,54.0
arteastiq-singapore,4.0,18,87.0,23.0
rich-and-good-cake-shop-singapore,5.0,328,52.0,48.0
hustle-co-singapore,5.0,1397,170.0,56.0
chye-seng-huat-hardware-singapore,5.0,186,1.0,3.0
keong-saik-bakery-singapore,4.0,430,153.0,102.0
the-marmalade-pantry-singapore-4,4.0,306,179.0,1.0
coffee-lounge-singapore,5.0,18,141.0,23.0
suzette-singapore,4.0,2043,440.0,0.0
jewel-coffee-singapore-12,4.0,2043,574.0,0.0
punch-singapore,5.0,2493,164.0,21.0
rich-and-good-cake-shop-singapore,5.0,2043,52.0,0.0
eaglewings-loft-singapore,4.0,91,413.0,2.0
saladstop-singapore-2,5.0,2043,483.0,0.0
living-cafe-and-deli-singapore,4.0,128,81.0,34.0
black-white-tale-singapore,4.0,2043,582.0,0.0
coffee-bandits-singapore,4.0,675,196.0,6.0
fawr-and-co-singapore,5.0,1637,430.0,88.0
coffee-smith-singapore,4.0,532,246.0,50.0
the-populus-coffee-and-food-co-singapore,5.0,1213,25.0,94.0
baker-and-cook-singapore-5,4.0,2043,551.0,0.0
foong-kee-coffee-shop-singapore,5.0,2350,168.0,15.0
bakerzin-united-square-singapore,4.0,2043,822.0,0.0
tcc-the-connoiseur-concerto-singapore-2,4.0,433,476.0,93.0
crystal-jade-my-breads-singapore-2,5.0,2043,525.0,0.0
kith-cafe-singapore,4.0,570,26.0,59.0
dapper-coffee-singapore-2,4.0,1599,193.0,83.0
tai-lei-loi-kei-macau-singapore,4.0,2043,794.0,0.0
brawn-and-brains-coffee-singapore,5.0,2493,29.0,21.0
foong-kee-coffee-shop-singapore,5.0,1970,168.0,68.0
meidi-ya-singapore-2,5.0,1777,24.0,36.0
commune-singapore,5.0,2043,158.0,0.0
tea-lounge-singapore-3,5.0,186,192.0,3.0
high-gaming-hub-singapore-2,4.0,2043,287.0,0.0
geisha-specialty-coffee-singapore,5.0,1877,130.0,61.0
flor-patisserie-singapore,5.0,376,36.0,31.0
arteastiq-singapore-3,4.0,2068,462.0,45.0
wild-honey-singapore,4.0,753,5.0,65.0
the-clueless-goat-singapore,4.0,789,106.0,16.0
watanabe-coffee-singapore,4.0,2097,68.0,33.0
workshop-no-title-2,4.0,2043,732.0,0.0
sarnies-singapore,4.0,581,40.0,53.0
the-book-cafe-singapore,4.0,2218,21.0,71.0
rochor-food-town-singapore,3.0,2043,791.0,0.0
drips-singapore,4.0,1861,14.0,70.0
open-farm-community-singapore,5.0,1722,27.0,73.0
woobbee-singapore-2,5.0,2043,422.0,0.0
tcc-the-connoiseur-concerto-singapore-2,4.0,2043,476.0,0.0
raffles-city-market-place-singapore,4.0,2237,203.0,8.0
twg-tea-singapore-3,5.0,753,47.0,65.0
jimmy-monkey-cafe-and-bar-singapore,4.0,91,9.0,2.0
curious-palette-singapore,4.0,532,111.0,50.0
starbucks-singapore-177,4.0,2043,608.0,0.0
the-tiong-bahru-club-singapore,4.0,789,135.0,16.0
the-coffee-academics-singapore,3.0,794,43.0,37.0
sprout-singapore-2,5.0,2043,472.0,0.0
ananas-cafe-singapore-6,3.0,2043,498.0,0.0
lolas-cafe-singapore,4.0,1602,67.0,14.0
pantler-singapore,5.0,1026,70.0,54.0
nylon-coffee-roasters-singapore,5.0,1475,0.0,20.0
sun-moon-singapore,3.0,152,356.0,49.0
tsujiri-singapore-2,3.0,2043,500.0,0.0
2am-dessert-bar-singapore,5.0,220,30.0,105.0
rochester-cafe-singapore,4.0,2043,716.0,0.0
carry-on-singapore,5.0,430,309.0,102.0
clinton-street-baking-company-and-restaurant-singapore,5.0,2303,15.0,108.0
lavender-food-hub-singapore,5.0,789,540.0,16.0
professor-brawn-cafe-singapore,4.0,2043,186.0,0.0
lolas-cafe-singapore,4.0,2540,67.0,18.0
jones-the-grocer-singapore-3,4.0,488,23.0,24.0
common-man-stan-singapore,5.0,306,116.0,1.0
tanjong-rhu-pau-singapore-2,5.0,2043,258.0,0.0
pies-and-coffee-singapore-3,4.0,2043,191.0,0.0
henri-charpentier-singapore-3,5.0,18,312.0,23.0
the-tastemaker-store-singapore,3.0,1051,184.0,5.0
meidi-ya-singapore-2,5.0,581,24.0,53.0
paddy-hills-singapore,4.0,27,105.0,11.0
lau-pa-sat-singapore-2,4.0,23,77.0,17.0
two-men-bagel-house-singapore,5.0,861,12.0,62.0
fun-toast-singapore,5.0,1868,297.0,76.0
coffee-hut-singapore,4.0,1051,154.0,5.0
black-barista-coffee-world-singapore,1.0,2043,837.0,0.0
artisan-boulangerie-co-singapore-4,5.0,970,250.0,74.0
mr-teh-tarik-cartel-singapore,5.0,2043,183.0,0.0
patissez-singapore-2,4.0,433,211.0,93.0
common-man-stan-singapore,5.0,1057,116.0,82.0
haritts-donuts-and-coffee-singapore,5.0,2043,603.0,0.0
wild-honey-singapore,4.0,76,5.0,84.0
the-populus-coffee-and-food-co-singapore,5.0,152,25.0,49.0
my-awesome-cafe-singapore,5.0,1213,48.0,94.0
merdandy-bar-and-cafe-singapore,4.0,2043,941.0,0.0
pru-cafe-singapore,3.0,1051,557.0,5.0
chopsuey-cafe-singapore-2,4.0,322,320.0,86.0
grand-jeté-cafe-and-bar-singapore,4.0,91,531.0,2.0
max-brenner-chocolate-bar-singapore-2,4.0,671,160.0,80.0
the-bread-project-singapore,4.0,2350,133.0,15.0
my-awesome-cafe-singapore,5.0,2493,48.0,21.0
milksha-singapore,5.0,18,570.0,23.0
mama-patisserie-singapore,4.0,789,124.0,16.0
dolcetto-by-basilico-singapore,5.0,2043,206.0,0.0
nanyang-old-coffee-singapore,5.0,2141,150.0,92.0
bar-bar-black-sheep-no-title,5.0,898,151.0,41.0
tea-lounge-singapore-3,5.0,1868,192.0,76.0
drips-singapore,4.0,2061,14.0,4.0
black-fairy-coffee-singapore,4.0,1222,642.0,69.0
plain-vanilla-bakery-singapore-2,5.0,2043,96.0,0.0
toast-box-singapore-24,4.0,2043,475.0,0.0
dean-and-deluca-singapore-4,4.0,2043,580.0,0.0
empire-cafe-singapore,5.0,2340,368.0,91.0
black-and-ink-no-title,5.0,675,165.0,6.0
one-man-coffee-singapore,5.0,27,72.0,11.0
brunetti-singapore,5.0,76,63.0,84.0
cafe-montigo-singapore,3.0,2043,435.0,0.0
laaf-singapore,5.0,2043,756.0,0.0
oriental-ice-bistro-singapore,5.0,2043,657.0,0.0
dream-cafe-singapore,3.0,2043,674.0,0.0
s-city-cafe-singapore,4.0,2043,682.0,0.0
maxwell-food-centre-singapore-3,5.0,241,2.0,101.0
oriole-coffee-bar-singapore-2,4.0,2237,8.0,8.0
nassim-hill-bakery-bistro-bar-singapore,4.0,1123,41.0,19.0
boomarang-singapore,5.0,532,277.0,50.0
ya-kun-kaya-toast-singapore-42,4.0,2043,840.0,0.0
oriole-coffee-bar-singapore-2,4.0,1877,8.0,61.0
carpenter-and-cook-singapore,4.0,2043,17.0,0.0
riders-cafe-singapore,4.0,209,54.0,38.0
wimbly-lu-chocolate-cafe-company-singapore,4.0,1602,28.0,14.0
the-lokal-singapore,5.0,1585,32.0,13.0
drury-lane-singapore,4.0,186,56.0,3.0
nassim-hill-bakery-bistro-bar-singapore,4.0,2043,41.0,0.0
mr-bean-singapore-3,4.0,2043,431.0,0.0
nanyang-old-coffee-singapore-6,5.0,2043,480.0,0.0
tiong-bahru-bakery-singapore-4,5.0,1894,6.0,78.0
the-coffee-academics-singapore-3,4.0,789,404.0,16.0
le-halo-singapore,3.0,2068,336.0,45.0
two-blur-guys-singapore,4.0,1397,31.0,56.0
swirls-bake-shop-singapore,5.0,1882,109.0,46.0
the-royals-cafe-singapore,5.0,220,143.0,105.0
cafe-melba-singapore,4.0,809,42.0,44.0
simply-bread-singapore-3,4.0,1276,122.0,27.0
velvet-confectionery-singapore,2.0,2043,767.0,0.0
esette-singapore-2,4.0,1779,393.0,52.0
crescendo-pub-singapore,4.0,2043,633.0,0.0
café-mosaic-singapore,5.0,1051,210.0,5.0
koko-rooloo-singapore,4.0,2043,595.0,0.0
183-rojak-singapore,4.0,2043,375.0,0.0
stray-by-fatcat-singapore,4.0,2043,169.0,0.0
glyph-singapore-2,5.0,2479,437.0,7.0
heavenly-wang-singapore-9,4.0,2043,202.0,0.0
joe-and-dough-singapore-4,4.0,2237,127.0,8.0
espressivo-cafe-singapore,5.0,2043,654.0,0.0
chalk-farm-singapore-2,5.0,2043,334.0,0.0
books-and-cranny-singapore,3.0,1585,376.0,13.0
rise-and-grind-coffee-co-bukit-timah,4.0,2043,522.0,0.0
the-coconut-club-singapore,5.0,1222,148.0,69.0
attap-house-singapore,5.0,2043,645.0,0.0
365-fruit-juice-and-smoothie-singapore,4.0,2043,660.0,0.0
salute-casual-dining-singapore,5.0,2043,491.0,0.0
crown-bakery-and-cafe-singapore,4.0,1075,270.0,10.0
creamery-boutique-singapore,5.0,2043,187.0,0.0
strangers-at-work-singapore,5.0,1475,257.0,20.0
吃-western-singapore,4.0,2043,469.0,0.0
the-populus-coffee-and-food-co-singapore,5.0,1075,25.0,10.0
brunetti-singapore,5.0,2043,63.0,0.0
d-good-cafe-singapore-3,5.0,665,212.0,28.0
starbucks-singapore-173,4.0,2043,592.0,0.0
okada-coffee-singapore,5.0,1779,172.0,52.0
d-good-cafe-singapore-3,5.0,2043,212.0,0.0
the-dough-shoppe-singapore,4.0,2043,587.0,0.0
ke-kou-duck-singapore,4.0,2043,625.0,0.0
jewel-coffee-singapore-8,5.0,105,78.0,89.0
tiong-bahru-bakery-singapore-4,5.0,2271,6.0,67.0
starbucks-singapore-103,4.0,2043,891.0,0.0
boomarang-singapore,5.0,2043,277.0,0.0
kith-cafe-singapore-6,5.0,1359,295.0,32.0
violet-oons-kitchen-singapore,5.0,128,34.0,34.0
sarnies-singapore,4.0,488,40.0,24.0
simply-bread-singapore-2,4.0,306,129.0,1.0
wild-honey-singapore,4.0,970,5.0,74.0
tiong-bahru-bakery-singapore,4.0,789,76.0,16.0
the-hangar-singapore,4.0,2445,110.0,64.0
long-black-cafe-singapore,4.0,2445,197.0,64.0
pacific-coffee-singapore-2,4.0,1777,646.0,36.0
hygge-singapore,5.0,2043,838.0,0.0
two-bakers-cafe-singapore,5.0,2061,534.0,4.0
wimbly-lu-chocolate-cafe-company-singapore,4.0,2043,28.0,0.0
food-for-thought-singapore,4.0,789,20.0,16.0
tiong-bahru-bakery-singapore,4.0,328,76.0,48.0
dal-komm-coffee-singapore,4.0,91,185.0,2.0
shrove-tuesday-singapore,4.0,675,188.0,6.0
oh-deli-singapore,5.0,2068,556.0,45.0
wheelers-yard-singapore,5.0,861,83.0,62.0
the-coffee-bean-and-tea-leaf-beanstro-marina,3.0,1880,189.0,75.0
tobys-estate-singapore,4.0,1276,11.0,27.0
strangers-reunion-singapore,4.0,1368,7.0,87.0
professor-brawn-cafe-singapore,4.0,2061,186.0,4.0
tiong-bahru-bakery-singapore-4,5.0,306,6.0,1.0
ps-cafe-petit-singapore,4.0,1100,49.0,104.0
tullys-coffee-singapore,3.0,1777,173.0,36.0
starbucks-singapore-49,4.0,2043,659.0,0.0
two-men-bagel-house-singapore,5.0,128,12.0,34.0
l-atelier-tiramisu-singapore,5.0,198,144.0,9.0
lau-pa-sat-singapore-2,4.0,1779,77.0,52.0
t-cafe-gong-cha-singapore,5.0,2350,195.0,15.0
cafe-cartel-singapore-2,4.0,2043,815.0,0.0
starbucks-singapore-69,3.0,2043,304.0,0.0
the-lokal-singapore,5.0,1475,32.0,20.0
little-creatures-brewing-singapore-singapore,5.0,1222,256.0,69.0
saintmarc-cafe-singapore,3.0,2043,247.0,0.0
kagurazaka-saryo-singapore,4.0,241,427.0,101.0
